EDUCATION
Associate's Degree
Bachelor's Degree
Bachelor's Degree or Higher
Doctorate Degree
Don't know/Refused/Web blank
Grade 11
Grade 12
High School or GED
Kindergarten
Master's Degree
Master's degree or higher
No schooling completed
Refused
Some college
